,resp,rt,acc,onset,onseterror,duration,durationerror,trialtype,matchtype,letter,location1,location2,location3,location4,content,wm,dt,runnum, blocknum,trialnum,subj_idx,response
167,4$,1.388690605,1,97.19335709,-0.006642907,0.499973913,-2.61E-05,VerbalBranchStart,NonMatch,B,975,579,1075,679,verbal,yes,yes,2,3,18,1,1
168,1!,1.13183535,1,100.6931488,-0.006851223,0.499982381,-1.76E-05,ReturnVerbalBranchStart,Match,T,805,456,905,556,verbal,yes,yes,2,3,18,1,0
169,4$,0.815009152,1,103.7929792,-0.007020759,0.516642996,0.016642996,verbalBaseline2,NonMatch,B,1015,456,1115,556,verbal,yes,yes,2,3,18,1,1
170,4$,0.889209645,1,106.892815,-0.007184983,0.516639829,0.016639829,verbalBaseline2,NonMatch,A,805,456,905,556,verbal,yes,yes,2,3,18,1,1
171,1!,0.753765042,1,113.1091405,0.009140545,0.499969402,-3.06E-05,verbalInit,Match,T,805,456,905,556,verbal,yes,no,2,4,27,1,0
172,1!,0.764907042,1,116.2089672,0.008967233,0.499970827,-2.92E-05,verbalBaseline1,Match,A,845,579,945,679,verbal,yes,no,2,4,27,1,0
173,1!,0.647063113,1,119.3087954,0.008795396,0.499970777,-2.92E-05,VerbalDelayTaskCue,Match,B,1015,456,1115,556,verbal,yes,no,2,4,27,1,0
174,1!,1.098182595,1,122.4086206,0.008620608,0.499974198,-2.58E-05,VerbalDelayBack,Match,L,975,579,1075,679,verbal,yes,no,2,4,27,1,0
175,4$,0.826309738,1,125.9084279,0.008427923,0.499967356,-3.26E-05,VerbalDelayBack,NonMatch,T,1015,456,1115,556,verbal,yes,no,2,4,27,1,1
176,4$,0.767544569,1,129.4082234,0.008223398,0.49997871,-2.13E-05,ReturnVerbalDelayBack,NonMatch,L,805,456,905,556,verbal,yes,no,2,4,27,1,1
177,1!,1.295685695,0,132.9080289,0.008028933,0.499976764,-2.32E-05,verbalBaseline2,NonMatch,B,845,579,945,679,verbal,yes,no,2,4,27,1,0
178,4$,1.069068585,1,139.9076496,0.007649564,0.499967926,-3.21E-05,spatialInit,NonMatch,A,805,456,905,556,spatial,no,yes,2,5,34,1,1
179,1!,1.123119923,1,143.4074452,0.00744524,0.499977234,-2.28E-05,spatialBaseline1,Match,T,1015,456,1115,556,spatial,no,yes,2,5,34,1,0
180,4$,1.154336126,1,147.3072328,0.007232797,0.499973578,-2.64E-05,spatialBaseline1,NonMatch,L,975,579,1075,679,spatial,no,yes,2,5,34,1,1
181,1!,0.811536332,1,150.8070401,0.007040112,0.499970777,-2.92E-05,SpatialSwitchTaskCue,Match,A,805,456,905,556,spatial,no,yes,2,5,34,1,0
182,4$,0.922732599,1,153.9068622,0.006862168,0.499968246,-3.18E-05,SpatialSwitchBack,NonMatch,T,910,380,1010,480,spatial,no,yes,2,5,34,1,1
183,4$,1.292846902,1,157.8066471,0.006647074,0.499970157,-2.98E-05,SpatialSwitchStart,NonMatch,L,845,579,945,679,spatial,no,yes,2,5,34,1,1
184,1!,0.652912514,1,160.9064757,0.006475707,0.499975624,-2.44E-05,SpatialSwitchStart,Match,E,910,380,1010,480,spatial,no,yes,2,5,34,1,0
185,4$,1.201144529,1,164.8062587,0.006258667,0.499971347,-2.87E-05,SpatialSwitchBack,NonMatch,A,805,456,905,556,spatial,no,yes,2,5,34,1,1
186,4$,0.949290502,1,167.906091,0.006091007,0.499972203,-2.78E-05,ReturnSpatialSwitchStart,NonMatch,T,1015,456,1115,556,spatial,no,yes,2,5,34,1,1
187,1!,0.755446713,1,171.005907,0.005907046,0.499980471,-1.95E-05,spatialBaseline2,Match,A,845,579,945,679,spatial,no,yes,2,5,34,1,0
188,4$,0.679656051,1,174.1057459,0.005745907,0.499976429,-2.36E-05,spatialBaseline2,NonMatch,L,1015,456,1115,556,spatial,no,yes,2,5,34,1,1
189,4$,1.018013615,1,181.9053133,0.005313253,0.499971633,-2.84E-05,spatialInit,NonMatch,A,975,579,1075,679,spatial,yes,no,2,6,45,1,1
190,1!,0.553112626,1,185.4051125,0.0051125,0.499975774,-2.42E-05,spatialBaseline1,Match,B,805,456,905,556,spatial,yes,no,2,6,45,1,0
191,1!,0.607262978,1,188.9049232,0.004923201,0.499974719,-2.53E-05,spatialBaseline1,Match,L,1015,456,1115,556,spatial,yes,no,2,6,45,1,0
192,1!,0.386438599,1,192.8047034,0.004703396,0.499975189,-2.48E-05,SpatialDelayTaskCue,Match,T,845,579,945,679,spatial,yes,no,2,6,45,1,0
193,4$,0.702598818,1,196.3045173,0.004517283,0.499962979,-3.70E-05,SpatialDelayBack,NonMatch,B,975,579,1075,679,spatial,yes,no,2,6,45,1,1
194,4$,0.829724233,1,199.4043399,0.004339879,0.499971397,-2.86E-05,SpatialDelayBack,NonMatch,E,845,579,945,679,spatial,yes,no,2,6,45,1,1
195,1!,0.464911198,1,202.9041481,0.004148134,0.499973358,-2.66E-05,SpatialDelayBack,Match,T,910,380,1010,480,spatial,yes,no,2,6,45,1,0
196,4$,0.79906632,1,206.0039751,0.003975072,0.499978845,-2.12E-05,SpatialDelayBack,NonMatch,A,805,456,905,556,spatial,yes,no,2,6,45,1,1
197,1!,0.888209784,1,209.9037503,0.003750334,0.499968446,-3.16E-05,ReturnSpatialDelayBack,Match,E,1015,456,1115,556,spatial,yes,no,2,6,45,1,0
198,4$,0.750350212,1,213.8035347,0.00353472,0.499966736,-3.33E-05,spatialBaseline2,NonMatch,L,975,579,1075,679,spatial,yes,no,2,6,45,1,1
199,1!,0.820754176,1,221.2031224,0.003122394,0.499971918,-2.81E-05,verbalInit,Match,T,975,579,1075,679,verbal,no,yes,2,7,55,1,0
200,1!,0.620934872,1,225.1029063,0.00290626,0.499968967,-3.10E-05,verbalBaseline1,Match,A,845,579,945,679,verbal,no,yes,2,7,55,1,0
201,4$,1.728040167,1,228.2027352,0.002735228,0.499971633,-2.84E-05,verbalBaseline1,NonMatch,L,910,380,1010,480,verbal,no,yes,2,7,55,1,1
202,1!,1.046178091,1,231.7025469,0.002546869,0.499978005,-2.20E-05,VerbalSwitchTaskCue,Match,E,805,456,905,556,verbal,no,yes,2,7,55,1,0
203,4$,1.105370506,0,235.2023621,0.002362067,0.499965645,-3.44E-05,VerbalSwitchBack,Match,T,975,579,1075,679,verbal,no,yes,2,7,55,1,1
204,1!,0.917390207,1,238.3022889,0.00228889,0.499854741,-0.000145259,VerbalSwitchBack,Match,A,910,380,1010,480,verbal,no,yes,2,7,55,1,0
205,4$,1.07673954,1,242.2019556,0.001955579,0.499973058,-2.69E-05,VerbalSwitchBack,NonMatch,L,845,579,945,679,verbal,no,yes,2,7,55,1,1
206,4$,1.147918792,1,246.1017409,0.00174087,0.499971347,-2.87E-05,ReturnVerbalSwitchBack,NonMatch,B,805,456,905,556,verbal,no,yes,2,7,55,1,1
207,4$,1.668990453,1,249.6015588,0.001558784,0.499970492,-2.95E-05,verbalBaseline2,NonMatch,A,975,579,1075,679,verbal,no,yes,2,7,55,1,1
208,4$,1.073241226,1,253.5013377,0.001337702,0.499972253,-2.77E-05,verbalBaseline2,NonMatch,T,805,456,905,556,verbal,no,yes,2,7,55,1,1
209,4$,0.925327446,1,260.501067,0.001066957,0.499854741,-0.000145259,spatialInit,NonMatch,T,805,456,905,556,spatial,yes,yes,2,8,65,1,1
210,4$,0.789702825,0,263.6007729,0.000772948,0.499965125,-3.49E-05,spatialBaseline1,Match,L,1015,456,1115,556,spatial,yes,yes,2,8,65,1,1
211,1!,1.359831574,1,266.700594,0.000593983,0.499983087,-1.69E-05,SpatialBranchTaskCue,Match,T,845,579,945,679,spatial,yes,yes,2,8,65,1,0
212,1!,0.524020148,1,270.6003904,0.000390443,0.499972773,-2.72E-05,SpatialBranchBack,Match,A,910,380,1010,480,spatial,yes,yes,2,8,65,1,0
213,4$,1.281188535,1,274.5001696,0.000169562,0.499974283,-2.57E-05,SpatialBranchStart,NonMatch,B,805,456,905,556,spatial,yes,yes,2,8,65,1,1
214,1!,1.259339848,1,277.5999872,-1.28E-05,0.499981041,-1.90E-05,SpatialBranchStart,Match,T,910,380,1010,480,spatial,yes,yes,2,8,65,1,0
215,1!,1.275510545,1,281.0997953,-0.000204669,0.499971147,-2.89E-05,ReturnSpatialBranchBack,Match,E,975,579,1075,679,spatial,yes,yes,2,8,65,1,0
216,4$,0.934663102,1,284.9995857,-0.000414331,0.499969637,-3.04E-05,spatialBaseline2,NonMatch,L,910,380,1010,480,spatial,yes,yes,2,8,65,1,1
217,4$,0.876831671,1,288.0994055,-0.000594485,0.499973443,-2.66E-05,spatialBaseline2,NonMatch,T,845,579,945,679,spatial,yes,yes,2,8,65,1,1
218,1!,0.851164857,1,295.4990057,-0.000994267,0.499974333,-2.57E-05,spatialInit,Match,B,910,380,1010,480,spatial,yes,no,2,9,74,1,0
219,4$,0.8523121,1,298.5988299,-0.001170145,0.499972773,-2.72E-05,spatialBaseline1,NonMatch,E,1015,456,1115,556,spatial,yes,no,2,9,74,1,1
220,1!,1.271432622,1,301.6986675,-0.001332504,0.499955532,-4.45E-05,spatialBaseline1,Match,A,845,579,945,679,spatial,yes,no,2,9,74,1,0
221,4$,0.959623672,1,305.1984615,-0.001538474,0.499967691,-3.23E-05,SpatialDelayTaskCue,NonMatch,B,975,579,1075,679,spatial,yes,no,2,9,74,1,1
222,4$,0.819746297,1,308.6982762,-0.001723831,0.499969252,-3.07E-05,SpatialDelayBack,NonMatch,L,1015,456,1115,556,spatial,yes,no,2,9,74,1,1
223,4$,1.134961659,1,312.1980707,-0.001929296,0.49997938,-2.06E-05,SpatialDelayBack,NonMatch,B,910,380,1010,480,spatial,yes,no,2,9,74,1,1
224,4$,1.016084577,1,315.2979,-0.002100042,0.499968496,-3.15E-05,SpatialDelayBack,NonMatch,A,845,579,945,679,spatial,yes,no,2,9,74,1,1
225,4$,1.361224339,1,318.3977246,-0.002275401,0.499987128,-1.29E-05,ReturnSpatialDelayBack,NonMatch,E,975,579,1075,679,spatial,yes,no,2,9,74,1,1
226,4$,1.155073431,0,321.4975659,-0.002434073,0.499959843,-4.02E-05,spatialBaseline2,Match,T,805,456,905,556,spatial,yes,no,2,9,74,1,1
227,1!,0.832520545,1,324.9973647,-0.002635261,0.500087953,8.80E-05,spatialBaseline2,Match,L,1015,456,1115,556,spatial,yes,no,2,9,74,1,0
228,4$,1.068812145,1,331.197021,-0.002979035,0.499966216,-3.38E-05,verbalInit,NonMatch,E,1015,456,1115,556,verbal,no,no,2,10,84,1,1
229,4$,1.661008939,1,335.0968005,-0.003199546,0.499973158,-2.68E-05,verbalBaseline1,NonMatch,A,805,456,905,556,verbal,no,no,2,10,84,1,1
230,4$,0.985126689,0,338.9965918,-0.003408168,0.499960849,-3.92E-05,VerbalControlTaskCue,Match,B,845,579,945,679,verbal,no,no,2,10,84,1,1
231,1!,0.585465424,1,342.8963696,-0.003630439,0.499975254,-2.47E-05,VerbalControlBack,Match,L,1015,456,1115,556,verbal,no,no,2,10,84,1,0
232,4$,0.814573454,1,345.996201,-0.003799005,0.500084027,8.40E-05,VerbalControlBack,NonMatch,B,975,579,1075,679,verbal,no,no,2,10,84,1,1
233,4$,0.741727677,1,349.4960119,-0.003988054,0.499969922,-3.01E-05,VerbalControlBack,NonMatch,T,805,456,905,556,verbal,no,no,2,10,84,1,1
234,4$,1.292899696,1,353.3957957,-0.004204288,0.499970777,-2.92E-05,ReturnVerbalControlBack,NonMatch,E,975,579,1075,679,verbal,no,no,2,10,84,1,1
235,1!,0.884971851,1,357.2955678,-0.004432162,0.499984847,-1.52E-05,verbalBaseline2,Match,T,805,456,905,556,verbal,no,no,2,10,84,1,0
236,1!,0.82117812,1,360.3954059,-0.00459407,0.499957948,-4.21E-05,verbalBaseline2,Match,A,1015,456,1115,556,verbal,no,no,2,10,84,1,0
237,1!,0.690600877,1,368.1949645,-0.005035528,0.500094341,9.43E-05,spatialInit,Match,L,910,380,1010,480,spatial,no,yes,2,11,93,1,0
238,4$,0.808743761,1,371.2947887,-0.005211341,0.499973628,-2.64E-05,spatialBaseline1,NonMatch,B,845,579,945,679,spatial,no,yes,2,11,93,1,1
239,4$,1.310825369,1,375.1945854,-0.005414596,0.499971062,-2.89E-05,SpatialSwitchTaskCue,NonMatch,E,805,456,905,556,spatial,no,yes,2,11,93,1,1
240,4$,0.739003645,1,378.6943885,-0.005611457,0.499970107,-2.99E-05,SpatialSwitchStart,NonMatch,B,1015,456,1115,556,spatial,no,yes,2,11,93,1,1
241,4$,0.916158725,1,382.5941626,-0.005837385,0.499982516,-1.75E-05,SpatialSwitchStart,NonMatch,A,805,456,905,556,spatial,no,yes,2,11,93,1,1
242,4$,0.801365183,1,386.0939734,-0.006026599,0.499972203,-2.78E-05,SpatialSwitchBack,NonMatch,E,845,579,945,679,spatial,no,yes,2,11,93,1,1
243,1!,0.492537791,1,389.9937604,-0.006239563,0.500090399,9.04E-05,SpatialSwitchBack,Match,B,910,380,1010,480,spatial,no,yes,2,11,93,1,0
244,1!,0.577628055,1,393.0935782,-0.006421833,0.499988538,-1.15E-05,ReturnSpatialSwitchBack,Match,A,975,579,1075,679,spatial,no,yes,2,11,93,1,0
245,4$,0.997834929,1,396.5933859,-0.006614133,0.499974198,-2.58E-05,spatialBaseline2,NonMatch,E,910,380,1010,480,spatial,no,yes,2,11,93,1,1
246,1!,0.753142148,1,403.593006,-0.006994037,0.499971733,-2.83E-05,verbalInit,Match,T,805,456,905,556,verbal,yes,yes,2,12,102,1,0
247,4$,0.746330194,1,407.4927788,-0.007221235,0.516636353,0.016636353,verbalBaseline1,NonMatch,B,910,380,1010,480,verbal,yes,yes,2,12,102,1,1
248,1!,1.24384774,1,411.4092355,0.009235519,0.499971347,-2.87E-05,verbalBaseline1,Match,L,805,456,905,556,verbal,yes,yes,2,12,102,1,0
249,NA,0,0,415.3090128,0.009012777,0.499984042,-1.60E-05,VerbalBranchTaskCue,NonMatch,B,975,579,1075,679,verbal,yes,yes,2,12,102,1,NA
250,4$,1.070163234,0,418.4088421,0.008842131,0.499974198,-2.58E-05,VerbalBranchBack,Match,L,1015,456,1115,556,verbal,yes,yes,2,12,102,1,1
251,1!,0.796273529,1,421.5086773,0.008677322,0.499975624,-2.44E-05,VerbalBranchStart,Match,T,910,380,1010,480,verbal,yes,yes,2,12,102,1,0
252,1!,0.744448923,1,424.6085051,0.008505099,0.499972773,-2.72E-05,VerbalBranchBack,Match,A,1015,456,1115,556,verbal,yes,yes,2,12,102,1,0
253,1!,1.084623566,1,428.5082839,0.008283883,0.499967926,-3.21E-05,ReturnVerbalBranchBack,Match,B,975,579,1075,679,verbal,yes,yes,2,12,102,1,0
254,1!,1.129768794,1,431.6081112,0.008111241,0.499985367,-1.46E-05,verbalBaseline2,Match,L,845,579,945,679,verbal,yes,yes,2,12,102,1,0
255,4$,1.199071331,1,438.2077498,0.007749805,0.499967456,-3.25E-05,spatialInit,NonMatch,E,805,456,905,556,spatial,no,no,2,13,111,1,1
256,4$,1.039251868,1,442.1075268,0.007526828,0.499980956,-1.90E-05,spatialBaseline1,NonMatch,T,845,579,945,679,spatial,no,no,2,13,111,1,1
257,1!,0.626352061,1,445.6073386,0.00733857,0.499976764,-2.32E-05,spatialBaseline1,Match,E,910,380,1010,480,spatial,no,no,2,13,111,1,0
258,4$,0.939532713,1,448.7071825,0.007182548,0.499952211,-4.78E-05,SpatialControlTaskCue,NonMatch,A,1015,456,1115,556,spatial,no,no,2,13,111,1,1
259,4$,0.769717387,1,452.2069745,0.006974533,0.499973343,-2.67E-05,SpatialControlBack,NonMatch,E,805,456,905,556,spatial,no,no,2,13,111,1,1
260,1!,0.58586636,1,455.7067873,0.006787264,0.499969537,-3.05E-05,SpatialControlBack,Match,B,1015,456,1115,556,spatial,no,no,2,13,111,1,0
261,1!,0.736054284,1,459.2065884,0.006588407,0.499970492,-2.95E-05,SpatialControlBack,Match,A,845,579,945,679,spatial,no,no,2,13,111,1,0
262,1!,0.40818314,1,462.7063929,0.006392921,0.49996303,-3.70E-05,ReturnSpatialControlBack,Match,T,910,380,1010,480,spatial,no,no,2,13,111,1,0
263,1!,0.45031677,1,465.8062118,0.006211811,0.499986223,-1.38E-05,spatialBaseline2,Match,A,975,579,1075,679,spatial,no,no,2,13,111,1,0
264,1!,0.600454566,1,468.9060504,0.006050422,0.49996459,-3.54E-05,spatialBaseline2,Match,T,805,456,905,556,spatial,no,no,2,13,111,1,0
265,1!,0.77981513,1,476.3056422,0.005642223,0.499977064,-2.29E-05,verbalInit,Match,T,975,579,1075,679,verbal,no,yes,2,14,121,1,0
266,4$,0.74798373,1,479.4054697,0.005469731,0.499970727,-2.93E-05,verbalBaseline1,NonMatch,L,845,579,945,679,verbal,no,yes,2,14,121,1,1
267,1!,1.175119109,1,483.305249,0.005249035,0.499974719,-2.53E-05,VerbalSwitchTaskCue,Match,E,975,579,1075,679,verbal,no,yes,2,14,121,1,0
268,1!,1.113298657,1,486.8050535,0.005053499,0.499969017,-3.10E-05,VerbalSwitchBack,Match,T,845,579,945,679,verbal,no,yes,2,14,121,1,0
269,1!,0.992439373,1,490.3048608,0.004860813,0.49996531,-3.47E-05,VerbalSwitchBack,Match,A,805,456,905,556,verbal,no,yes,2,14,121,1,0
270,4$,1.491654585,1,494.2046362,0.004636176,0.499983052,-1.69E-05,ReturnVerbalSwitchStart,NonMatch,E,845,579,945,679,verbal,no,yes,2,14,121,1,1
271,4$,1.297788493,1,498.1044317,0.004431696,0.499973913,-2.61E-05,verbalBaseline2,NonMatch,B,1015,456,1115,556,verbal,no,yes,2,14,121,1,1
272,1!,1.343154639,0,505.1040507,0.004050652,0.49996447,-3.55E-05,spatialInit,NonMatch,L,975,579,1075,679,spatial,yes,yes,2,15,128,1,0
273,4$,1.224299611,0,508.2038618,0.003861844,0.499976194,-2.38E-05,spatialBaseline1,Match,T,805,456,905,556,spatial,yes,yes,2,15,128,1,1
274,1!,0.629457857,0,511.70367,0.003670014,0.499967926,-3.21E-05,spatialBaseline1,NonMatch,A,975,579,1075,679,spatial,yes,yes,2,15,128,1,0
275,1!,0.728542714,1,514.8035144,0.003514378,0.499959573,-4.04E-05,SpatialBranchTaskCue,Match,B,805,456,905,556,spatial,yes,yes,2,15,128,1,0
276,1!,0.939761028,1,518.3033145,0.00331453,0.4999637,-3.63E-05,SpatialBranchStart,Match,T,910,380,1010,480,spatial,yes,yes,2,15,128,1,0
277,4$,1.243950611,1,522.2030879,0.003087897,0.499971247,-2.88E-05,SpatialBranchBack,NonMatch,E,805,456,905,556,spatial,yes,yes,2,15,128,1,1
278,4$,1.337096496,0,526.1028841,0.002884072,0.499966451,-3.35E-05,ReturnSpatialBranchBack,Match,L,1015,456,1115,556,spatial,yes,yes,2,15,128,1,1
279,4$,1.569257144,1,530.0026595,0.002659519,0.499969117,-3.09E-05,spatialBaseline2,NonMatch,T,805,456,905,556,spatial,yes,yes,2,15,128,1,1
280,4$,2.217652635,1,537.8022354,0.002235383,0.499967256,-3.27E-05,verbalInit,NonMatch,E,845,579,945,679,verbal,no,no,2,16,136,1,1
281,4$,1.054787397,1,540.9020598,0.00205984,0.499962124,-3.79E-05,verbalBaseline1,NonMatch,A,1015,456,1115,556,verbal,no,no,2,16,136,1,1
282,1!,1.021952324,0,544.4018605,0.001860498,0.49997844,-2.16E-05,verbalBaseline1,NonMatch,T,805,456,905,556,verbal,no,no,2,16,136,1,0
283,4$,0.692109747,1,547.901665,0.001664976,0.499971347,-2.87E-05,VerbalControlTaskCue,NonMatch,B,975,579,1075,679,verbal,no,no,2,16,136,1,1
284,4$,1.062213031,0,551.0014966,0.001496596,0.499965846,-3.42E-05,VerbalControlBack,Match,L,910,380,1010,480,verbal,no,no,2,16,136,1,1
285,4$,0.768447181,1,554.9012788,0.001278801,0.49999216,-7.84E-06,VerbalControlBack,NonMatch,B,975,579,1075,679,verbal,no,no,2,16,136,1,1
286,4$,1.34459354,0,558.4010831,0.00108313,0.499968782,-3.12E-05,VerbalControlBack,Match,L,1015,456,1115,556,verbal,no,no,2,16,136,1,1
287,4$,1.309711583,1,561.500912,0.000912048,0.499974769,-2.52E-05,ReturnVerbalControlBack,NonMatch,B,910,380,1010,480,verbal,no,no,2,16,136,1,1
288,1!,1.046818897,1,565.4007054,0.000705422,0.499968782,-3.12E-05,verbalBaseline2,Match,L,1015,456,1115,556,verbal,no,no,2,16,136,1,0
289,1!,0.659793692,1,12.00900457,0.009004574,0.49996422,-3.58E-05,spatialInit,Match,L,910,380,1010,480,spatial,yes,no,3,1,1,1,0
290,1!,0.52184797,1,15.10882385,0.008823849,0.499970742,-2.93E-05,spatialBaseline1,Match,T,975,579,1075,679,spatial,yes,no,3,1,1,1,0
291,1!,0.744154835,1,18.6086458,0.008645804,0.499961939,-3.81E-05,SpatialDelayTaskCue,Match,B,805,456,905,556,spatial,yes,no,3,1,1,1,0
292,4$,0.97928247,1,22.50840619,0.008406191,0.499972203,-2.78E-05,SpatialDelayBack,NonMatch,L,845,579,945,679,spatial,yes,no,3,1,1,1,1
293,4$,0.622420629,1,25.60822884,0.008228837,0.499983322,-1.67E-05,SpatialDelayBack,NonMatch,A,1015,456,1115,556,spatial,yes,no,3,1,1,1,1
294,1!,0.392624032,1,29.50801684,0.008016844,0.499976664,-2.33E-05,SpatialDelayBack,Match,L,845,579,945,679,spatial,yes,no,3,1,1,1,0
295,1!,0.678785925,1,33.40779501,0.007795008,0.499982231,-1.78E-05,ReturnSpatialDelayStart,Match,E,910,380,1010,480,spatial,yes,no,3,1,1,1,0
296,1!,0.654946368,1,36.90760447,0.007604469,0.499966786,-3.32E-05,spatialBaseline2,Match,A,975,579,1075,679,spatial,yes,no,3,1,1,1,0
297,4$,1.007119217,1,40.40741673,0.00741673,0.499961889,-3.81E-05,spatialBaseline2,NonMatch,B,845,579,945,679,spatial,yes,no,3,1,1,1,1
298,1!,0.739478587,1,47.40700703,0.007007026,0.499989074,-1.09E-05,verbalInit,Match,T,910,380,1010,480,verbal,no,no,3,2,10,1,0
299,4$,0.668700741,1,51.30679946,0.00679946,0.499969972,-3.00E-05,verbalBaseline1,NonMatch,B,845,579,945,679,verbal,no,no,3,2,10,1,1
300,4$,0.685861021,1,54.80659879,0.006598792,0.499969017,-3.10E-05,VerbalControlTaskCue,NonMatch,A,805,456,905,556,verbal,no,no,3,2,10,1,1
301,1!,0.522002964,1,57.90642905,0.006429051,0.499973913,-2.61E-05,VerbalControlBack,Match,B,1015,456,1115,556,verbal,no,no,3,2,10,1,0
302,1!,0.561088488,1,61.80620978,0.00620978,0.499976479,-2.35E-05,VerbalControlBack,Match,L,910,380,1010,480,verbal,no,no,3,2,10,1,0
303,1!,0.549306688,1,65.70598256,0.005982562,0.499984797,-1.52E-05,VerbalControlBack,Match,E,975,579,1075,679,verbal,no,no,3,2,10,1,0
304,1!,0.791424075,1,68.80580663,0.005806633,0.499979045,-2.10E-05,ReturnVerbalControlBack,Match,T,910,380,1010,480,verbal,no,no,3,2,10,1,0
305,1!,0.46352189,1,72.30562508,0.005625082,0.499971347,-2.87E-05,verbalBaseline2,Match,A,975,579,1075,679,verbal,no,no,3,2,10,1,0
306,1!,0.603902938,1,79.70520239,0.005202392,0.499972203,-2.78E-05,verbalInit,Match,T,845,579,945,679,verbal,no,yes,3,3,18,1,0
307,4$,0.733151108,1,83.60498426,0.004984262,0.499975054,-2.49E-05,verbalBaseline1,NonMatch,L,805,456,905,556,verbal,no,yes,3,3,18,1,1
308,1!,0.610357421,1,87.10479471,0.004794713,0.499972203,-2.78E-05,VerbalSwitchTaskCue,Match,E,975,579,1075,679,verbal,no,yes,3,3,18,1,0
309,4$,1.213518312,1,90.60459347,0.004593475,0.499975909,-2.41E-05,VerbalSwitchBack,NonMatch,A,845,579,945,679,verbal,no,yes,3,3,18,1,1
310,4$,1.250686202,1,94.10440322,0.004403221,0.499971733,-2.83E-05,VerbalSwitchBack,NonMatch,L,910,380,1010,480,verbal,no,yes,3,3,18,1,1
311,1!,0.728763467,1,98.00417892,0.004178918,0.499951556,-4.84E-05,ReturnVerbalSwitchBack,Match,E,1015,456,1115,556,verbal,no,yes,3,3,18,1,0
312,4$,1.389021842,1,101.5039892,0.003989184,0.499974349,-2.57E-05,verbalBaseline2,NonMatch,L,845,579,945,679,verbal,no,yes,3,3,18,1,1
313,1!,0.591194262,1,105.0037884,0.003788431,0.499972773,-2.72E-05,verbalBaseline2,Match,E,1015,456,1115,556,verbal,no,yes,3,3,18,1,0
314,4$,1.014505172,1,111.6034155,0.003415541,0.499975909,-2.41E-05,spatialInit,NonMatch,E,1015,456,1115,556,spatial,no,no,3,4,26,1,1
315,1!,0.570494093,1,114.7033654,0.003365442,0.499854791,-0.000145209,spatialBaseline1,Match,L,845,579,945,679,spatial,no,no,3,4,26,1,0
316,4$,0.787799446,1,117.8030744,0.003074383,0.499970207,-2.98E-05,spatialBaseline1,NonMatch,E,805,456,905,556,spatial,no,no,3,4,26,1,1
317,1!,0.591984945,1,121.7028537,0.002853687,0.499974769,-2.52E-05,SpatialControlTaskCue,Match,B,1015,456,1115,556,spatial,no,no,3,4,26,1,0
318,1!,0.586058247,1,125.2026651,0.002665128,0.499971883,-2.81E-05,SpatialControlBack,Match,T,845,579,945,679,spatial,no,no,3,4,26,1,0
319,4$,0.631226183,1,129.1024489,0.002448909,0.499965981,-3.40E-05,SpatialControlBack,NonMatch,E,805,456,905,556,spatial,no,no,3,4,26,1,1
320,1!,0.488285841,1,132.2022718,0.00227184,0.499978575,-2.14E-05,SpatialControlBack,Match,B,1015,456,1115,556,spatial,no,no,3,4,26,1,0
321,1!,0.401619108,1,135.7020844,0.002084372,0.499967876,-3.21E-05,SpatialControlBack,Match,A,845,579,945,679,spatial,no,no,3,4,26,1,0
322,1!,0.456695031,1,138.8019014,0.001901381,0.499973728,-2.63E-05,ReturnSpatialControlBack,Match,T,910,380,1010,480,spatial,no,no,3,4,26,1,0
323,1!,0.368886876,1,141.9017416,0.001741618,0.499957613,-4.24E-05,spatialBaseline2,Match,B,975,579,1075,679,spatial,no,no,3,4,26,1,0
324,4$,1.029111374,1,148.9013376,0.001337581,0.499980756,-1.92E-05,verbalInit,NonMatch,B,805,456,905,556,verbal,yes,yes,3,5,36,1,1
325,4$,0.818273669,0,152.001167,0.00116697,0.499968747,-3.13E-05,verbalBaseline1,Match,L,1015,456,1115,556,verbal,yes,yes,3,5,36,1,1
326,4$,1.387455551,1,155.5009713,0.000971349,0.499977049,-2.30E-05,VerbalBranchTaskCue,NonMatch,T,805,456,905,556,verbal,yes,yes,3,5,36,1,1
327,1!,0.931689692,1,159.0007758,0.000775778,0.499983942,-1.61E-05,VerbalBranchStart,Match,T,845,579,945,679,verbal,yes,yes,3,5,36,1,0
